parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,Response=<:MAP:>,no need compute team member perm,message,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
5658,5659,5659,5659,2020,89,295,89,214,2020,81,89,89,194,194,194,89,295,81,24,24,0,89,0,0,0,0,2,2,2,2023-12-03 14:20:00,0
5660,5660,5660,5660,2014,91,296,91,221,2014,75,91,91,188,188,188,91,296,75,24,24,0,91,0,0,0,0,2,2,2,2023-12-03 14:22:00,0
5665,5664,5664,5664,2026,93,276,93,201,2026,75,93,93,189,189,189,93,276,75,24,24,0,93,0,0,0,0,2,2,2,2023-12-03 14:24:00,0
5628,5629,5629,5629,2021,103,268,103,214,2021,54,103,103,177,177,177,103,268,54,26,26,1,103,0,0,0,0,2,2,2,2023-12-03 14:26:00,3
5659,5659,5659,5659,2031,99,269,99,210,2031,59,99,99,190,190,190,99,269,59,24,24,0,99,0,0,0,0,2,2,2,2023-12-03 14:28:00,0
5623,5622,5622,5622,2018,86,271,86,201,2018,70,86,86,188,188,188,86,271,70,24,24,0,86,0,0,0,0,2,2,2,2023-12-03 14:30:00,0
5578,5578,5578,5578,2013,87,266,87,217,2013,49,87,87,177,177,177,87,266,49,27,27,3,87,3,3,3,3,2,2,2,2023-12-03 14:32:00,0
5683,5684,5684,5684,2034,105,280,105,205,2034,75,105,105,199,199,199,105,280,75,24,24,0,105,0,0,0,0,2,2,2,2023-12-03 14:34:00,0
5652,5649,5649,5649,2021,87,281,87,213,2021,68,87,87,192,192,192,87,281,68,24,24,0,87,0,0,0,0,2,2,2,2023-12-03 14:36:00,0
5600,5623,5603,5603,2020,87,262,87,219,2020,43,87,87,185,185,185,87,262,43,23,23,0,87,0,0,0,0,2,2,2,2023-12-03 14:38:00,0
5663,5663,5663,5663,2041,94,280,94,207,2041,73,94,94,187,187,187,94,280,73,25,25,0,94,0,0,0,0,2,2,2,2023-12-03 14:40:00,0
5620,5619,5619,5619,2023,89,267,88,203,2023,64,88,88,182,182,182,88,267,64,24,24,0,88,0,0,0,0,2,2,2,2023-12-03 14:42:00,0
5606,5607,5607,5607,2021,85,280,86,206,2021,74,86,86,175,175,175,86,280,74,24,24,0,86,0,0,0,0,2,2,2,2023-12-03 14:44:00,0
5646,5646,5646,5646,2036,96,244,96,218,2036,26,96,96,194,194,194,96,244,26,24,24,0,96,0,0,0,0,2,2,2,2023-12-03 14:46:00,0
5663,5663,5663,5663,2031,84,292,84,204,2031,88,84,84,196,196,196,84,292,88,24,24,0,84,0,0,0,0,2,2,2,2023-12-03 14:48:00,0
5639,5638,5638,5638,2024,89,284,89,220,2024,64,89,89,180,180,180,89,284,64,24,24,0,89,0,0,0,0,2,2,2,2023-12-03 14:50:00,0
5038,5038,5038,5038,1945,26,233,26,137,1945,96,26,26,120,120,120,26,233,96,24,24,0,26,0,0,0,0,2,2,2,2023-12-03 14:52:00,4
5163,5183,5164,5164,2020,22,196,22,141,2020,55,22,22,119,119,119,22,196,55,24,24,0,22,0,0,0,0,2,2,2,2023-12-03 14:54:00,0
5200,5199,5199,5199,2027,24,213,24,141,2027,72,24,24,120,120,120,24,213,72,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 14:56:00,0
5150,5151,5151,5151,2019,24,191,24,144,2019,47,24,24,118,118,118,24,191,47,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 14:58:00,0
5224,5222,5222,5222,2030,24,232,24,141,2030,91,24,24,119,119,119,24,232,91,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:00:00,0
5147,5148,5148,5148,2006,24,405,24,141,2006,264,24,24,119,119,119,24,405,264,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:02:00,0
5133,5134,5134,5134,1999,24,306,24,140,1999,166,24,24,118,118,118,24,306,166,24,24,1,24,1,1,1,1,2,2,2,2023-12-03 15:04:00,0
5195,5194,5194,5194,2019,24,223,24,141,2019,82,24,24,121,121,121,24,223,82,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:06:00,0
5161,5162,5162,5162,2022,24,191,24,140,2022,51,24,24,119,119,119,24,191,51,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:08:00,0
5171,5170,5170,5170,2020,24,197,24,141,2020,56,24,24,118,118,118,24,197,56,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:10:00,0
5197,5198,5198,5198,2031,24,209,24,142,2031,67,24,24,119,119,119,24,209,67,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:12:00,0
5164,5164,5164,5164,2018,24,196,24,141,2018,55,24,24,118,118,118,24,196,55,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:14:00,0
5201,5201,5201,5201,2027,24,220,24,141,2027,79,24,24,118,118,118,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:16:00,0
5189,5189,5189,5189,2023,24,214,24,141,2023,73,24,24,118,118,118,24,214,73,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:18:00,0
5211,5210,5210,5210,2030,23,221,22,142,2030,79,22,22,121,121,121,22,221,79,24,24,0,22,0,0,0,0,2,2,2,2023-12-03 15:20:00,0
5178,5178,5178,5178,2024,23,198,24,141,2024,57,24,24,119,119,119,24,198,57,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:22:00,0
5171,5172,5172,5172,2030,24,187,24,142,2030,45,24,24,118,118,118,24,187,45,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:24:00,0
5179,5179,5179,5179,2024,24,203,24,141,2024,62,24,24,118,118,118,24,203,62,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:26:00,0
5150,5150,5150,5150,2010,24,207,24,140,2010,67,24,24,118,118,118,24,207,67,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:28:00,0
5155,5154,5154,5154,2016,24,198,24,144,2016,54,24,24,118,118,118,24,198,54,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 15:30:00,0
5186,5187,5187,5187,2026,24,204,24,142,2026,62,24,24,118,118,118,24,204,62,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:32:00,0
5208,5208,5208,5208,2036,24,209,24,141,2036,68,24,24,119,119,119,24,209,68,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:34:00,0
5176,5174,5174,5174,2021,24,200,24,141,2021,59,24,24,118,118,118,24,200,59,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:36:00,0
5199,5201,5201,5201,2027,24,222,24,142,2027,80,24,24,118,118,118,24,222,80,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:38:00,0
5190,5190,5190,5190,2023,24,212,24,141,2023,71,24,24,119,119,119,24,212,71,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:40:00,0
5190,5211,5190,5190,2015,24,224,24,141,2015,83,24,24,120,120,120,24,224,83,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:42:00,0
5154,5153,5153,5153,2016,24,196,24,140,2016,56,24,24,118,118,118,24,196,56,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:44:00,0
5185,5186,5186,5186,2024,24,206,24,142,2024,64,24,24,118,118,118,24,206,64,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:46:00,0
5179,5176,5176,5176,2038,23,224,23,142,2038,82,23,23,119,119,119,23,224,31,25,25,1,23,1,0,0,0,2,2,2,2023-12-03 15:48:00,52
5187,5190,5190,5190,2018,23,224,23,141,2018,83,23,23,119,119,119,23,224,83,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 15:50:00,0
5155,5153,5154,5154,2004,24,227,24,140,2004,87,24,24,118,118,118,24,227,87,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:52:00,0
5180,5182,5181,5181,2037,24,180,24,142,2037,38,24,24,119,119,119,24,180,38,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:54:00,0
5183,5183,5183,5183,2023,24,207,24,141,2023,66,24,24,118,118,118,24,207,66,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:56:00,0
5175,5173,5173,5173,2017,24,213,24,140,2017,73,24,24,118,118,118,24,213,73,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 15:58:00,0
5160,5162,5162,5162,2017,24,195,24,141,2017,54,24,24,118,118,118,24,195,54,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:00:00,0
5156,5155,5155,5155,2002,24,318,24,141,2002,177,24,24,118,118,118,24,318,177,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:02:00,0
5179,5180,5180,5180,2021,24,308,24,141,2021,167,24,24,119,119,119,24,308,167,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:04:00,0
5187,5185,5185,5185,2029,24,199,24,141,2029,58,24,24,120,120,120,24,199,58,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:06:00,0
5192,5194,5194,5194,2035,24,198,24,142,2035,56,24,24,119,119,119,24,198,56,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:08:00,0
5209,5209,5209,5209,2032,24,220,24,141,2032,79,24,24,118,118,118,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:10:00,0
5192,5192,5192,5192,2026,24,215,24,145,2026,70,24,24,118,118,118,24,215,70,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 16:12:00,0
5138,5138,5138,5138,2006,22,207,22,140,2006,67,22,22,119,119,119,22,207,67,24,24,0,22,0,0,0,0,2,2,2,2023-12-03 16:14:00,5
5196,5195,5195,5195,2019,24,228,24,141,2019,87,24,24,119,119,119,24,228,87,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:16:00,5
5167,5167,5167,5167,2014,24,206,24,140,2014,66,24,24,119,119,119,24,206,66,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:18:00,0
5160,5161,5161,5161,2009,24,207,24,141,2009,66,24,24,118,118,118,24,207,66,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:20:00,0
5193,5193,5193,5193,2021,24,221,24,141,2021,80,24,24,118,118,118,24,221,80,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:22:00,0
5179,5177,5176,5176,2025,24,202,24,141,2025,61,24,24,118,118,118,24,202,61,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:24:00,0
5175,5176,5176,5176,2022,24,202,24,141,2022,61,24,24,119,119,119,24,202,61,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:26:00,0
5229,5229,5229,5229,2033,24,237,24,141,2033,96,24,24,120,120,120,24,237,96,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:28:00,0
5174,5174,5174,5174,2013,24,211,24,141,2013,70,24,24,119,119,119,24,211,70,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:30:00,0
5181,5202,5183,5183,2027,24,201,24,141,2027,60,24,24,120,120,120,24,201,60,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:32:00,0
5199,5197,5197,5197,2030,24,210,24,141,2030,69,24,24,120,120,120,24,210,69,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:34:00,0
5101,5102,5102,5102,1987,24,201,24,140,1987,61,24,24,117,117,117,24,201,61,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:36:00,0
5145,5146,5146,5146,2015,23,188,23,141,2015,47,23,23,118,118,118,23,188,47,25,25,1,23,1,1,1,1,2,2,2,2023-12-03 16:38:00,0
5178,5177,5177,5177,2013,23,221,23,141,2013,80,23,23,120,120,120,23,221,80,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 16:40:00,0
5182,5183,5183,5183,2018,24,217,24,141,2018,76,24,24,118,118,118,24,217,76,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:42:00,0
5151,5151,5151,5151,2010,24,205,24,143,2010,62,24,24,118,118,118,24,205,62,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 16:44:00,0
5202,5202,5202,5202,2029,24,217,24,142,2029,75,24,24,119,119,119,24,217,75,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:46:00,10
5155,5177,5155,5155,2025,24,173,24,141,2025,32,24,24,119,119,119,24,173,32,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:48:00,0
5178,5178,5178,5178,2015,24,217,24,141,2015,76,24,24,118,118,118,24,217,76,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:50:00,0
5192,5192,5192,5192,2015,24,232,24,140,2015,92,24,24,118,118,118,24,232,92,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:52:00,0
5184,5184,5184,5184,2027,24,204,24,142,2027,62,24,24,118,118,118,24,204,62,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:54:00,0
5164,5164,5164,5164,2013,24,208,24,140,2013,68,24,24,118,118,118,24,208,68,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:56:00,0
5186,5186,5186,5186,2018,24,218,24,141,2018,77,24,24,118,118,118,24,218,77,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 16:58:00,0
5180,5180,5180,5180,2028,24,200,24,141,2028,59,24,24,120,120,120,24,200,59,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:00:00,0
5138,5137,5137,5137,1995,23,523,23,140,1995,383,23,23,118,118,118,23,523,383,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 17:02:00,0
5182,5183,5183,5183,2028,24,193,24,142,2028,51,24,24,120,120,120,24,193,51,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:04:00,0
5150,5149,5149,5149,2016,23,189,23,141,2016,48,23,23,120,120,120,23,189,48,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 17:06:00,0
5206,5207,5207,5207,2029,24,219,24,141,2029,78,24,24,118,118,118,24,219,78,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:08:00,0
5178,5177,5177,5177,2023,24,203,24,140,2023,63,24,24,119,119,119,24,203,63,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:10:00,0
5193,5193,5193,5193,2026,24,213,24,142,2026,71,24,24,119,119,119,24,213,71,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:12:00,0
5165,5165,5165,5165,2014,24,208,24,143,2014,65,24,24,119,119,119,24,208,65,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 17:14:00,0
5174,5175,5175,5175,2012,24,220,24,141,2012,79,24,24,119,119,119,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:16:00,0
5169,5169,5169,5169,2018,24,203,24,141,2018,62,24,24,118,118,118,24,203,62,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:18:00,0
5184,5184,5184,5184,2019,24,219,24,141,2019,78,24,24,119,119,119,24,219,78,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:20:00,0
5151,5151,5151,5151,2009,24,200,24,140,2009,60,24,24,119,119,119,24,200,60,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:22:00,0
5212,5212,5212,5212,2032,24,222,24,142,2032,80,24,24,118,118,118,24,222,80,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:24:00,0
5152,5151,5151,5151,2006,23,222,23,140,2006,82,23,23,118,118,118,23,222,82,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 17:26:00,0
5192,5193,5193,5193,2031,24,204,24,141,2031,63,24,24,118,118,118,24,204,63,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:28:00,0
5174,5192,5173,5173,2023,24,199,24,141,2023,58,24,24,118,118,118,24,199,58,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:30:00,0
5168,5169,5169,5169,2023,23,194,23,141,2023,53,23,23,119,119,119,23,194,53,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 17:32:00,0
5159,5159,5159,5159,2011,24,207,24,141,2011,66,24,24,118,118,118,24,207,66,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:34:00,0
5187,5186,5186,5186,2021,24,211,24,141,2021,70,24,24,119,119,119,24,211,70,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:36:00,0
5183,5183,5183,5183,2024,24,208,24,141,2024,67,24,24,118,118,118,24,208,67,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:38:00,0
5169,5170,5170,5170,2015,24,209,24,140,2015,69,24,24,119,119,119,24,209,69,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:40:00,0
5181,5181,5181,5181,2019,24,215,24,141,2019,74,24,24,119,119,119,24,215,74,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:42:00,0
5199,5198,5198,5198,2021,24,224,24,141,2021,83,24,24,119,119,119,24,224,83,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:44:00,0
5179,5181,5180,5180,2020,24,210,24,141,2020,69,24,24,118,118,118,24,210,69,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:46:00,0
5197,5197,5197,5197,2025,24,220,24,141,2025,79,24,24,118,118,118,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:48:00,0
5096,5096,5096,5096,1999,24,168,24,139,1999,29,24,24,118,118,118,24,168,29,23,23,0,24,0,0,0,0,2,2,2,2023-12-03 17:50:00,0
5200,5200,5200,5200,2032,24,210,24,141,2032,69,24,24,119,119,119,24,210,69,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:52:00,0
5179,5178,5178,5178,2020,23,212,23,141,2020,71,23,23,118,118,118,23,212,71,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 17:54:00,0
5182,5183,5183,5183,2021,23,214,23,144,2021,70,23,23,118,118,118,23,214,70,27,27,3,23,3,3,3,3,2,2,2,2023-12-03 17:56:00,0
5168,5168,5167,5167,2016,24,205,24,141,2016,64,24,24,118,118,118,24,205,64,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 17:58:00,0
5192,5192,5192,5192,2032,24,198,24,141,2032,57,24,24,119,119,119,24,198,57,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:00:00,0
5153,5153,5153,5153,2004,24,215,24,141,2004,74,24,24,118,118,118,24,215,74,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:02:00,0
5174,5175,5175,5175,2017,24,314,24,140,2017,174,24,24,118,118,118,24,314,174,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:04:00,0
5151,5150,5150,5150,2017,24,187,24,141,2017,46,24,24,118,118,118,24,187,46,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:06:00,0
5192,5193,5193,5193,2017,24,227,24,141,2017,86,24,24,118,118,118,24,227,86,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:08:00,0
5174,5173,5173,5173,2017,24,210,24,141,2017,69,24,24,118,118,118,24,210,69,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:10:00,0
5209,5210,5210,5210,2032,24,220,24,141,2032,79,24,24,118,118,118,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:12:00,0
5219,5239,5219,5219,2039,24,213,24,142,2039,71,24,24,120,120,120,24,213,71,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:14:00,0
5140,5139,5139,5139,2003,24,214,24,140,2003,74,24,24,117,117,117,24,214,74,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:16:00,0
5190,5191,5191,5191,2027,24,206,24,141,2027,65,24,24,120,120,120,24,206,65,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:18:00,0
5181,5180,5180,5180,2026,23,200,23,142,2026,58,23,23,118,118,118,23,200,58,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 18:20:00,0
5156,5156,5156,5156,2015,23,199,23,141,2015,58,23,23,118,118,118,23,199,58,25,25,1,23,1,1,1,0,2,2,2,2023-12-03 18:22:00,1
5210,5211,5211,5211,2026,24,231,24,142,2026,89,24,24,119,119,119,24,231,89,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:24:00,0
5187,5187,5187,5187,2033,24,197,24,141,2033,56,24,24,118,118,118,24,197,56,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:26:00,0
5205,5205,5205,5205,2028,24,225,24,145,2028,80,24,24,119,119,119,24,225,80,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 18:28:00,0
5188,5188,5188,5188,2023,24,209,24,141,2023,68,24,24,118,118,118,24,209,68,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:30:00,0
5178,5178,5178,5178,2014,24,218,24,140,2014,78,24,24,118,118,118,24,218,78,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:32:00,0
5205,5206,5205,5205,2026,24,226,24,141,2026,85,24,24,119,119,119,24,226,85,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:34:00,10
5567,5567,5567,5567,2166,26,238,26,152,2166,86,26,26,127,127,127,26,238,86,26,26,0,26,0,0,0,0,2,2,2,2023-12-03 18:36:00,0
5201,5220,5201,5201,2020,24,229,24,141,2020,88,24,24,119,119,119,24,229,88,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:38:00,0
5181,5181,5181,5181,2023,24,208,24,141,2023,67,24,24,119,119,119,24,208,67,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:40:00,0
5180,5178,5178,5178,2014,24,220,24,141,2014,79,24,24,120,120,120,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:42:00,0
5178,5179,5179,5179,2027,24,196,24,141,2027,55,24,24,118,118,118,24,196,55,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:44:00,0
5160,5181,5161,5161,2017,24,199,24,141,2017,58,24,24,118,118,118,24,199,58,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:46:00,0
5196,5196,5196,5196,2029,23,262,23,142,2029,120,23,23,119,119,119,23,262,69,25,25,1,23,1,0,0,0,2,2,2,2023-12-03 18:48:00,52
5090,5090,5090,5090,1995,23,178,23,139,1995,39,23,23,117,117,117,23,178,39,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 18:50:00,0
5204,5204,5204,5204,2024,24,227,24,142,2024,85,24,24,119,119,119,24,227,85,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:52:00,0
5193,5192,5193,5193,2025,24,215,24,141,2025,74,24,24,118,118,118,24,215,74,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:54:00,0
5142,5143,5142,5142,2014,24,188,24,140,2014,48,24,24,118,118,118,24,188,48,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:56:00,0
5210,5210,5210,5210,2024,24,227,24,142,2024,85,24,24,119,119,119,24,227,85,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 18:58:00,0
5172,5171,5171,5171,2017,24,206,24,140,2017,66,24,24,119,119,119,24,206,66,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:00:00,0
5147,5148,5148,5148,2005,24,304,24,141,2005,163,24,24,119,119,119,24,304,163,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:02:00,1
5202,5202,5202,5202,2026,24,325,24,144,2026,181,24,24,119,119,119,24,325,181,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 19:04:00,0
5183,5182,5182,5182,2024,24,203,24,141,2024,62,24,24,121,121,121,24,203,62,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:06:00,0
5190,5191,5191,5191,2027,24,206,24,141,2027,65,24,24,119,119,119,24,206,65,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:08:00,0
5192,5191,5191,5191,2024,24,216,24,142,2024,74,24,24,118,118,118,24,216,74,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:10:00,0
5168,5190,5169,5169,2015,23,207,23,140,2015,67,23,23,119,119,119,23,207,67,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 19:12:00,0
5147,5147,5147,5147,2012,23,204,23,141,2012,63,23,23,119,119,119,23,204,63,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 19:14:00,0
5198,5198,5198,5198,2037,24,199,24,142,2037,57,24,24,118,118,118,24,199,57,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:16:00,0
5187,5185,5185,5185,2017,24,220,24,141,2017,79,24,24,119,119,119,24,220,79,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:18:00,0
5205,5205,5205,5205,2032,24,214,24,141,2032,73,24,24,119,119,119,24,214,73,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:20:00,0
5159,5161,5161,5161,2007,24,211,24,141,2007,70,24,24,118,118,118,24,211,70,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:22:00,0
5155,5173,5154,5154,2007,24,212,24,140,2007,72,24,24,119,119,119,24,212,72,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:24:00,0
5169,5170,5170,5170,2011,24,217,24,140,2011,77,24,24,118,118,118,24,217,77,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:26:00,0
5191,5188,5188,5188,2030,24,202,24,142,2030,60,24,24,118,118,118,24,202,60,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:28:00,0
5161,5164,5164,5164,2014,24,205,24,143,2014,62,24,24,118,118,118,24,205,62,27,27,3,24,3,3,3,3,2,2,2,2023-12-03 19:30:00,0
5155,5155,5155,5155,2013,24,200,24,141,2013,59,24,24,119,119,119,24,200,59,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:32:00,0
5187,5187,5187,5187,2028,24,205,24,141,2028,64,24,24,119,119,119,24,205,64,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:34:00,0
5177,5176,5176,5176,2019,24,207,24,141,2019,66,24,24,118,118,118,24,207,66,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:36:00,0
5191,5190,5190,5190,2020,23,223,23,141,2020,82,23,23,118,118,118,23,223,82,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 19:38:00,0
5161,5163,5163,5163,2008,23,226,23,140,2008,86,23,23,118,118,118,23,226,86,24,24,0,23,0,0,0,0,2,2,2,2023-12-03 19:40:00,0
5170,5169,5169,5169,2018,24,205,24,141,2018,64,24,24,119,119,119,24,205,64,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:42:00,0
5182,5182,5182,5182,2025,24,204,24,141,2025,63,24,24,118,118,118,24,204,63,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:44:00,0
5177,5196,5177,5177,2017,24,214,24,141,2017,73,24,24,119,119,119,24,214,73,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:46:00,0
5168,5169,5169,5169,2016,24,204,24,141,2016,63,24,24,118,118,118,24,204,63,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:48:00,0
5170,5168,5168,5168,2015,24,205,24,141,2015,64,24,24,119,119,119,24,205,64,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:50:00,0
5148,5149,5149,5149,2013,24,191,24,140,2013,51,24,24,117,117,117,24,191,51,24,24,0,24,0,0,0,0,2,2,2,2023-12-03 19:52:00,0
