parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown
38,38,38,38,0,0,61,0,0,26,35,0,0,3,3,0,0,0,0,61,26,26,35,2,2,1,2,2,2,2,2,2,2023-11-21 01:38:00,2
30,30,30,30,0,0,57,0,0,27,30,0,0,0,0,0,0,0,0,57,27,27,30,3,3,0,3,3,3,2,2,2,2023-11-21 01:40:00,0
34,34,34,34,0,0,59,0,0,26,33,0,0,0,0,0,0,0,0,59,26,26,33,2,2,0,2,2,2,2,2,2,2023-11-21 01:42:00,2
34,34,34,34,0,0,61,0,0,29,32,0,0,2,2,1,0,0,0,61,29,29,32,5,5,0,5,5,5,2,2,2,2023-11-21 01:44:00,1
27,27,27,27,0,0,52,0,0,26,26,0,0,1,1,0,0,0,0,52,26,26,26,2,2,1,2,2,2,2,2,2,2023-11-21 01:46:00,0
30,30,30,30,0,0,54,0,0,26,28,0,0,2,2,0,0,0,0,54,26,26,28,2,2,2,2,2,2,2,2,2,2023-11-21 01:48:00,0
27,27,27,27,0,0,49,0,0,26,23,0,0,3,3,0,0,0,0,49,26,26,23,3,3,2,3,3,2,2,2,2,2023-11-21 01:50:00,4
22,22,22,22,0,0,48,0,0,28,20,0,0,2,2,0,0,0,0,48,28,28,20,4,4,2,4,4,4,2,2,2,2023-11-21 01:52:00,0
24,24,24,24,0,0,48,0,0,26,22,0,0,2,2,0,0,0,0,48,26,26,22,2,2,2,2,2,2,2,2,2,2023-11-21 01:54:00,0
24,24,24,24,0,0,50,0,0,27,23,0,0,1,1,0,0,0,0,50,27,27,23,3,3,0,3,3,2,2,2,2,2023-11-21 01:56:00,2
27,27,27,27,0,0,52,0,0,28,24,0,0,1,1,0,0,0,0,52,28,28,24,4,4,1,4,4,4,2,2,2,2023-11-21 01:58:00,4
27,27,27,27,0,0,51,0,0,27,24,0,0,3,3,0,0,0,0,51,27,27,24,3,3,3,3,3,3,2,2,2,2023-11-21 02:00:00,0
44,44,44,44,0,0,68,0,0,26,42,0,0,2,2,0,0,0,0,68,26,26,42,2,2,2,2,2,2,2,2,2,2023-11-21 02:02:00,0
26,26,26,26,0,0,50,0,0,26,24,0,0,2,2,0,0,0,0,50,26,26,24,2,2,2,2,2,2,2,2,2,2023-11-21 02:04:00,0
34,34,34,34,0,0,62,0,0,29,33,0,0,1,1,0,0,0,0,62,29,29,33,5,5,1,5,5,5,2,2,2,2023-11-21 02:06:00,0
28,28,28,28,0,0,54,0,0,27,27,0,0,1,1,0,0,0,0,54,27,27,27,2,2,1,2,2,2,2,2,2,2023-11-21 02:08:00,0
31,31,31,31,0,0,56,0,0,27,29,0,0,2,2,1,0,0,0,56,27,27,29,3,3,0,3,3,3,2,2,2,2023-11-21 02:10:00,1
38,38,38,38,0,0,61,0,0,25,36,0,0,2,2,0,0,0,0,61,25,25,36,2,2,2,2,2,2,2,2,2,2023-11-21 02:12:00,6
32,32,32,32,0,0,59,0,0,28,31,0,0,1,1,0,0,0,0,59,28,28,31,4,4,1,4,4,4,2,2,2,2023-11-21 02:14:00,0
44,44,44,44,0,0,70,0,0,27,43,0,0,1,1,0,0,0,0,70,27,27,43,3,3,1,3,3,2,2,2,2,2023-11-21 02:16:00,1
25,25,25,25,0,0,50,0,0,26,24,0,0,1,1,0,0,0,0,50,26,26,24,2,2,0,2,2,2,2,2,2,2023-11-21 02:18:00,1
23,23,23,23,0,0,50,0,0,29,21,0,0,2,2,0,0,0,0,50,29,29,21,5,5,2,5,5,4,2,2,2,2023-11-21 02:20:00,1
35,35,35,35,0,0,57,0,0,26,31,0,0,3,3,0,0,0,0,57,26,26,31,2,2,3,2,2,2,2,2,2,2023-11-21 02:22:00,2
24,24,24,24,0,0,47,0,0,26,21,0,0,3,3,0,0,0,0,47,26,26,21,2,2,2,2,2,2,2,2,2,2023-11-21 02:24:00,1
46,46,46,46,0,0,71,0,0,27,44,0,0,2,2,0,0,0,0,71,27,27,44,3,3,1,3,3,3,2,2,2,2023-11-21 02:26:00,1
47,47,47,47,0,0,72,0,0,28,44,0,0,3,3,0,0,0,0,72,28,28,44,4,4,2,4,4,4,2,2,2,2023-11-21 02:28:00,1
39,39,39,39,0,0,64,0,0,27,37,0,0,2,2,0,0,0,0,64,27,27,37,3,3,2,3,3,3,2,2,2,2023-11-21 02:30:00,0
37,37,37,37,0,0,62,0,0,26,36,0,0,1,1,0,0,0,0,62,26,26,36,2,2,1,2,2,2,2,2,2,2023-11-21 02:32:00,0
38,38,38,38,0,0,61,0,0,26,35,0,0,3,3,0,0,0,0,61,26,26,35,2,2,3,2,2,2,2,2,2,2023-11-21 02:34:00,0
37,37,37,37,0,0,66,0,0,29,37,0,0,0,0,0,0,0,0,66,29,29,37,5,5,0,5,5,5,2,2,2,2023-11-21 02:36:00,0
35,35,35,35,0,0,59,0,0,26,33,0,0,2,2,0,0,0,0,59,26,26,33,2,2,1,2,2,2,2,2,2,2023-11-21 02:38:00,1
45,45,45,45,0,0,67,0,0,27,40,0,0,5,5,0,0,0,0,67,27,27,40,3,3,5,3,3,2,2,2,2,2023-11-21 02:40:00,1
33,33,33,33,0,0,58,0,0,28,30,0,0,3,3,0,0,0,0,58,28,28,30,4,4,3,4,4,4,2,2,2,2023-11-21 02:42:00,0
33,33,33,33,0,0,58,0,0,26,32,0,0,1,1,0,0,0,0,58,26,26,32,2,2,1,2,2,2,2,2,2,2023-11-21 02:44:00,0
30,30,30,30,0,0,56,0,0,27,29,0,0,1,1,0,0,0,0,56,27,27,29,3,3,1,3,3,2,2,2,2,2023-11-21 02:46:00,1
39,39,39,39,0,0,62,0,0,26,36,0,0,3,3,1,0,0,0,62,26,26,36,2,2,1,2,2,2,2,2,2,2023-11-21 02:48:00,1
25,25,25,25,0,0,50,0,0,29,21,0,0,3,3,0,0,0,0,50,29,29,21,5,5,1,5,5,5,2,2,2,2023-11-21 02:50:00,4
35,35,35,35,0,0,60,0,0,26,34,0,0,1,1,0,0,0,0,60,26,26,34,2,2,0,2,2,2,2,2,2,2023-11-21 02:52:00,1
30,30,30,30,0,0,55,0,0,26,29,0,0,1,1,0,0,0,0,55,26,26,29,2,2,0,2,2,2,2,2,2,2023-11-21 02:54:00,1
33,33,33,33,0,0,60,0,0,29,31,0,0,2,2,0,0,0,0,60,29,29,31,5,5,2,5,5,5,2,2,2,2023-11-21 02:56:00,0
32,32,32,32,0,0,55,0,0,26,29,0,0,2,2,0,0,0,0,55,26,26,29,2,2,2,2,2,2,2,2,2,2023-11-21 02:58:00,2
24,24,24,24,0,0,50,0,0,27,23,0,0,1,1,0,0,0,0,50,27,27,23,3,3,1,3,3,3,2,2,2,2023-11-21 03:00:00,0
41,41,41,41,0,0,63,0,0,26,37,0,0,4,4,0,0,0,0,63,26,26,37,2,2,4,2,2,2,2,2,2,2023-11-21 03:02:00,0
22,22,22,22,0,0,46,0,0,28,18,0,0,3,3,0,0,0,0,46,28,28,18,4,4,3,4,4,4,2,2,2,2023-11-21 03:04:00,2
28,28,28,28,0,0,54,0,0,27,27,0,0,0,0,0,0,0,0,54,27,27,27,3,3,0,3,3,2,2,2,2,2023-11-21 03:06:00,3
64,64,64,64,0,0,86,0,0,26,60,0,0,3,3,0,0,0,0,86,26,26,60,2,2,2,2,2,2,2,2,2,2023-11-21 03:08:00,3
46,46,46,46,0,0,70,0,0,27,43,0,0,3,3,0,0,0,0,70,27,27,43,3,3,3,3,3,2,2,2,2,2023-11-21 03:10:00,1
47,47,47,47,0,0,72,0,0,29,43,0,0,3,3,0,0,0,0,72,29,29,42,5,5,1,4,4,4,2,2,2,2023-11-21 03:12:00,9
44,44,44,44,0,0,67,0,0,26,41,0,0,1,1,0,0,0,0,67,26,26,41,2,2,1,2,2,2,2,2,2,2023-11-21 03:14:00,6
39,39,39,39,0,0,65,0,0,27,38,0,0,1,1,0,0,0,0,65,27,27,38,3,3,1,3,3,3,2,2,2,2023-11-21 03:16:00,0
35,35,35,35,0,0,63,0,0,28,35,0,0,0,0,0,0,0,0,63,28,28,35,4,4,0,4,4,4,2,2,2,2023-11-21 03:18:00,0
31,30,30,30,0,0,56,0,0,27,29,0,0,1,1,0,0,0,0,56,27,27,29,3,3,1,3,3,3,2,2,2,2023-11-21 03:20:00,0
34,34,34,34,0,0,59,0,0,26,33,0,0,1,1,0,0,0,0,59,26,26,33,2,2,1,2,2,2,2,2,2,2023-11-21 03:22:00,0
37,38,38,38,0,0,64,0,0,26,38,0,0,0,0,0,0,0,0,64,26,26,38,2,2,0,2,2,2,2,2,2,2023-11-21 03:24:00,0
34,34,34,34,0,0,60,0,0,29,31,0,0,3,3,0,0,0,0,60,29,29,31,5,5,3,5,5,5,2,2,2,2023-11-21 03:26:00,0
30,30,30,30,0,0,54,0,0,26,28,0,0,0,0,0,0,0,0,54,26,26,28,2,2,0,2,2,2,2,2,2,2023-11-21 03:28:00,4
32,32,32,32,0,0,57,0,0,27,30,0,0,2,2,0,0,0,0,57,27,27,30,3,3,1,3,3,2,2,2,2,2023-11-21 03:30:00,2
40,40,40,40,0,0,65,0,0,26,39,0,0,1,1,0,0,0,0,65,26,26,39,2,2,1,2,2,2,2,2,2,2023-11-21 03:32:00,0
32,32,32,32,0,0,59,0,0,28,31,0,0,0,0,0,0,0,0,59,28,28,31,4,4,0,4,4,4,2,2,2,2023-11-21 03:34:00,2
35,35,35,35,0,0,58,0,0,27,31,0,0,4,4,0,0,0,0,58,27,27,31,3,3,4,3,3,2,2,2,2,2023-11-21 03:36:00,1
35,35,35,35,0,0,60,0,0,26,34,0,0,1,1,0,0,0,0,60,26,26,34,2,2,1,2,2,2,2,2,2,2023-11-21 03:38:00,0
25,25,25,25,0,0,53,0,0,29,24,0,0,1,1,0,0,0,0,53,29,29,24,5,5,1,5,5,5,2,2,2,2023-11-21 03:40:00,0
30,30,30,30,0,0,54,0,0,26,28,0,0,2,2,0,0,0,0,54,26,26,28,2,2,1,2,2,2,2,2,2,2023-11-21 03:42:00,1
25,25,25,25,0,0,49,0,0,26,23,0,0,2,2,0,0,0,0,49,26,26,23,2,2,2,2,2,2,2,2,2,2023-11-21 03:44:00,17
22,22,22,22,0,0,47,0,0,27,20,0,0,2,2,0,0,0,0,47,27,27,20,3,3,1,3,3,3,2,2,2,2023-11-21 03:46:00,31
28,28,28,28,0,0,55,0,0,28,27,0,0,1,1,1,0,0,0,55,28,28,27,4,4,0,4,4,4,2,2,2,2023-11-21 03:48:00,18
27,27,27,27,0,0,54,0,0,27,27,0,0,0,0,0,0,0,0,54,27,27,27,3,3,0,3,3,3,2,2,2,2023-11-21 03:50:00,15
20,20,20,20,0,0,45,0,0,26,19,0,0,1,1,0,0,0,0,45,26,26,19,2,2,1,2,2,2,2,2,2,2023-11-21 03:52:00,3
33,33,33,33,0,0,57,0,0,26,31,0,0,2,2,0,0,0,0,57,26,26,31,2,2,2,2,2,2,2,2,2,2023-11-21 03:54:00,3
38,38,38,38,0,0,64,0,0,29,35,0,0,2,2,0,0,0,0,64,29,29,35,5,5,1,5,5,4,2,2,2,2023-11-21 03:56:00,4
29,29,29,29,0,0,54,0,0,26,28,0,0,1,1,0,0,0,0,54,26,26,28,2,2,0,2,2,2,2,2,2,2023-11-21 03:58:00,1
31,31,31,31,0,0,57,0,0,27,30,0,0,1,1,0,0,0,0,57,27,27,30,3,3,1,3,3,2,2,2,2,2023-11-21 04:00:00,1
40,40,40,40,0,0,67,0,0,28,39,0,0,0,0,0,0,0,0,67,28,28,39,4,4,0,4,4,4,2,2,2,2023-11-21 04:02:00,2
42,42,42,42,0,0,67,0,0,26,41,0,0,1,1,0,0,0,0,67,26,26,41,2,2,1,2,2,2,2,2,2,2023-11-21 04:04:00,0
33,33,33,33,0,0,59,0,0,27,32,0,0,0,0,0,0,0,0,59,27,27,32,3,3,0,3,3,3,2,2,2,2023-11-21 04:06:00,2
27,27,27,27,0,0,52,0,0,26,26,0,0,1,1,0,0,0,0,52,26,26,26,2,2,1,2,2,2,2,2,2,2023-11-21 04:08:00,0
38,38,38,38,0,0,66,0,0,29,37,0,0,1,1,0,0,0,0,66,29,29,37,5,5,1,5,5,5,2,2,2,2023-11-21 04:10:00,0
26,26,26,26,0,0,48,0,0,26,22,0,0,3,3,1,0,0,0,48,26,26,22,2,2,1,2,2,2,2,2,2,2023-11-21 04:12:00,3
45,45,45,45,0,0,68,0,0,26,42,0,0,2,2,0,0,0,0,68,26,26,42,2,2,1,2,2,2,2,2,2,2023-11-21 04:14:00,3
20,20,20,20,0,0,47,0,0,27,20,0,0,0,0,0,0,0,0,47,27,27,20,3,3,0,3,3,3,2,2,2,2023-11-21 04:16:00,0
33,33,33,33,0,0,59,0,0,28,31,0,0,2,2,0,0,0,0,59,28,28,31,4,4,2,4,4,4,2,2,2,2023-11-21 04:18:00,0
16,16,16,16,0,0,41,0,0,26,15,0,0,1,1,0,0,0,0,41,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-21 04:20:00,1
26,26,26,26,0,0,53,0,0,27,26,0,0,0,0,0,0,0,0,53,27,27,26,3,3,0,3,3,2,2,2,2,2023-11-21 04:22:00,1
27,27,27,27,0,0,54,0,0,28,26,0,0,1,1,0,0,0,0,54,28,28,26,4,4,1,4,4,4,2,2,2,2023-11-21 04:24:00,0
29,29,29,29,0,0,54,0,0,27,27,0,0,2,2,0,0,0,0,54,27,27,27,3,3,2,3,3,2,2,2,2,2023-11-21 04:26:00,1
29,29,29,29,0,0,55,0,0,26,29,0,0,0,0,0,0,0,0,55,26,26,29,2,2,0,2,2,2,2,2,2,2023-11-21 04:28:00,0
31,31,31,31,0,0,56,0,0,26,30,0,0,1,1,0,0,0,0,56,26,26,30,2,2,1,2,2,2,2,2,2,2023-11-21 04:30:00,0
35,35,35,35,0,0,62,0,0,29,33,0,0,2,2,0,0,0,0,62,29,29,33,5,5,1,5,5,5,2,2,2,2023-11-21 04:32:00,1
36,36,36,36,0,0,60,0,0,26,34,0,0,2,2,0,0,0,0,60,26,26,34,2,2,2,2,2,2,2,2,2,2023-11-21 04:34:00,0
33,33,33,33,0,0,58,0,0,27,31,0,0,2,2,0,0,0,0,58,27,27,31,3,3,2,3,3,3,2,2,2,2023-11-21 04:36:00,0
36,36,36,36,0,0,60,0,0,26,34,0,0,2,2,0,0,0,0,60,26,26,34,2,2,1,2,2,2,2,2,2,2023-11-21 04:38:00,1
24,24,24,24,0,0,52,0,0,29,23,0,0,1,1,0,0,0,0,52,29,29,23,5,5,1,5,5,5,2,2,2,2023-11-21 04:40:00,0
33,33,33,33,0,0,59,0,0,26,33,0,0,0,0,0,0,0,0,59,26,26,33,2,2,0,2,2,2,2,2,2,2023-11-21 04:42:00,0
28,28,28,28,0,0,52,0,0,26,26,0,0,2,2,0,0,0,0,52,26,26,26,2,2,1,2,2,2,2,2,2,2023-11-21 04:44:00,1
26,26,26,26,0,0,54,0,0,29,25,0,0,1,1,1,0,0,0,54,29,29,25,5,5,0,5,5,4,2,2,2,2023-11-21 04:46:00,1
29,29,29,29,0,0,50,0,0,26,24,0,0,5,5,0,0,0,0,50,26,26,24,2,2,4,2,2,2,2,2,2,2023-11-21 04:48:00,1
30,30,30,30,0,0,53,0,0,26,27,0,0,3,3,1,0,0,0,53,26,26,27,2,2,2,2,2,2,2,2,2,2023-11-21 04:50:00,0
39,39,39,39,0,0,62,0,0,27,35,0,0,3,3,0,0,0,0,62,27,27,35,3,3,2,3,3,2,2,2,2,2023-11-21 04:52:00,4
34,34,34,34,0,0,58,0,0,28,30,0,0,4,4,1,0,0,0,58,28,28,30,4,4,3,4,4,4,2,2,2,2023-11-21 04:54:00,0
34,34,34,34,0,0,60,0,0,27,33,0,0,1,1,0,0,0,0,60,27,27,33,3,3,0,3,3,3,2,2,2,2023-11-21 04:56:00,1
38,38,38,38,0,0,60,0,0,26,34,0,0,4,4,0,0,0,0,60,26,26,34,2,2,3,2,2,2,2,2,2,2023-11-21 04:58:00,1
31,31,31,31,0,0,58,0,0,29,29,0,0,2,2,1,0,0,0,58,29,29,29,5,5,1,5,5,5,2,2,2,2023-11-21 05:00:00,0
38,38,38,38,0,0,61,0,0,25,36,0,0,2,2,0,0,0,0,61,25,25,36,2,2,1,2,2,2,2,2,2,2023-11-21 05:02:00,1
46,46,46,46,0,0,68,0,0,26,42,0,0,4,4,0,0,0,0,68,26,26,42,2,2,4,2,2,2,2,2,2,2023-11-21 05:04:00,0
24,24,24,24,0,0,48,0,0,27,21,0,0,3,3,1,0,0,0,48,27,27,21,3,3,2,3,3,3,2,2,2,2023-11-21 05:06:00,0
39,39,39,39,0,0,65,0,0,28,37,0,0,2,2,1,0,0,0,65,28,28,37,4,4,1,4,4,4,2,2,2,2023-11-21 05:08:00,0
29,29,29,29,0,0,54,0,0,26,28,0,0,1,1,0,0,0,0,54,26,26,28,2,2,1,2,2,2,2,2,2,2023-11-21 05:10:00,0
32,32,32,32,0,0,58,0,0,28,30,0,0,2,2,0,0,0,0,58,28,28,29,4,4,1,3,3,2,2,2,2,2023-11-21 05:12:00,7
25,25,25,25,0,0,49,0,0,26,23,0,0,2,2,1,0,0,0,49,26,26,23,2,2,1,2,2,2,2,2,2,2023-11-21 05:14:00,0
38,38,38,38,0,0,66,0,0,30,36,0,0,2,2,1,0,0,0,66,30,30,36,5,5,1,5,5,4,2,2,2,2023-11-21 05:16:00,1
28,28,28,28,0,0,52,0,0,26,26,0,0,2,2,0,0,0,0,52,26,26,26,2,2,2,2,2,2,2,2,2,2023-11-21 05:18:00,0
31,31,31,31,0,0,53,0,0,26,27,0,0,2,2,0,0,0,0,53,26,26,27,2,2,2,2,2,2,2,2,2,2023-11-21 05:20:00,4
24,24,24,24,0,0,52,0,0,29,23,0,0,1,1,0,0,0,0,52,29,29,23,5,5,0,5,5,5,2,2,2,2023-11-21 05:22:00,1
24,24,24,24,0,0,49,0,0,26,23,0,0,0,0,0,0,0,0,49,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-21 05:24:00,2
37,37,37,37,0,0,62,0,0,26,36,0,0,1,1,0,0,0,0,62,26,26,36,3,3,1,3,3,3,2,2,2,2023-11-21 05:26:00,0
46,46,46,46,0,0,69,0,0,26,43,0,0,3,3,0,0,0,0,69,26,26,43,2,2,2,2,2,2,2,2,2,2023-11-21 05:28:00,1
31,31,31,31,0,0,58,0,0,29,29,0,0,1,1,0,0,0,0,58,29,29,29,5,5,1,5,5,5,2,2,2,2023-11-21 05:30:00,2
37,37,37,37,0,0,59,0,0,26,33,0,0,4,4,0,0,0,0,59,26,26,33,2,2,3,2,2,2,2,2,2,2023-11-21 05:32:00,1
35,35,35,35,0,0,58,0,0,26,32,0,0,3,3,1,0,0,0,58,26,26,32,2,2,2,2,2,2,2,2,2,2023-11-21 05:34:00,0
35,35,35,35,0,0,61,0,0,27,34,0,0,1,1,0,0,0,0,61,27,27,34,3,3,0,3,3,2,2,2,2,2023-11-21 05:36:00,2
35,35,35,35,0,0,63,0,0,28,35,0,0,0,0,0,0,0,0,63,28,28,35,4,4,0,4,4,4,2,2,2,2023-11-21 05:38:00,0
36,36,36,36,0,0,61,0,0,26,35,0,0,1,1,0,0,0,0,61,26,26,35,2,2,0,2,2,2,2,2,2,2023-11-21 05:40:00,1
44,44,44,44,0,0,69,0,0,27,42,0,0,2,2,0,0,0,0,69,27,27,42,3,3,1,3,3,2,2,2,2,2023-11-21 05:42:00,2
31,31,31,31,0,0,57,0,0,28,29,0,0,2,2,1,0,0,0,57,28,28,29,4,4,1,4,4,4,2,2,2,2023-11-21 05:44:00,0
19,19,19,19,0,0,44,0,0,27,17,0,0,2,2,0,0,0,0,44,27,27,17,3,3,2,3,3,3,2,2,2,2023-11-21 05:46:00,0
29,29,29,29,0,0,54,0,0,26,28,0,0,1,1,0,0,0,0,54,26,26,28,2,2,0,2,2,2,2,2,2,2023-11-21 05:48:00,1
26,26,26,26,0,0,49,0,0,26,23,0,0,3,3,1,0,0,0,49,26,26,23,2,2,2,2,2,2,2,2,2,2023-11-21 05:50:00,0
26,26,26,26,0,0,52,0,0,29,23,0,0,3,3,1,0,0,0,52,29,29,23,5,5,2,5,5,5,2,2,2,2023-11-21 05:52:00,0
52,52,52,52,0,0,77,0,0,26,51,0,0,1,1,0,0,0,0,77,26,26,51,2,2,1,2,2,2,2,2,2,2023-11-21 05:54:00,0
29,29,29,29,0,0,54,0,0,27,27,0,0,1,1,0,0,0,0,54,27,27,27,3,3,0,3,3,3,2,2,2,2023-11-21 05:56:00,3
31,31,31,31,0,0,54,0,0,26,28,0,0,3,3,0,0,0,0,54,26,26,28,2,2,2,2,2,2,2,2,2,2023-11-21 05:58:00,1
34,34,34,34,0,0,60,0,0,28,32,0,0,2,2,0,0,0,0,60,28,28,32,4,4,1,4,4,4,2,2,2,2023-11-21 06:00:00,1
84,84,84,84,0,0,110,0,0,27,83,0,0,1,1,0,0,0,0,110,27,27,83,3,3,1,3,3,2,2,2,2,2023-11-21 06:02:00,1
38,38,38,38,0,0,64,0,0,26,38,0,0,0,0,0,0,0,0,64,26,26,38,2,2,0,2,2,2,2,2,2,2023-11-21 06:04:00,0
29,29,29,29,0,0,57,0,0,29,28,0,0,1,1,0,0,0,0,57,29,29,28,5,5,1,5,5,4,2,2,2,2023-11-21 06:06:00,1
32,32,32,32,0,0,57,0,0,26,31,0,0,1,1,0,0,0,0,57,26,26,31,2,2,0,2,2,2,2,2,2,2023-11-21 06:08:00,1
46,46,46,46,0,0,70,0,0,26,44,0,0,2,2,0,0,0,0,70,26,26,44,2,2,2,2,2,2,2,2,2,2023-11-21 06:10:00,0
35,35,35,35,0,0,60,0,0,27,33,0,0,1,1,0,0,0,0,60,27,27,33,3,3,1,3,3,3,2,2,2,2023-11-21 06:12:00,2
29,29,29,29,0,0,56,0,0,28,28,0,0,0,0,0,0,0,0,56,28,28,28,4,4,0,4,4,4,2,2,2,2023-11-21 06:14:00,2
40,40,40,40,0,0,64,0,0,27,37,0,0,3,3,0,0,0,0,64,27,27,37,3,3,3,3,3,3,2,2,2,2023-11-21 06:16:00,0
25,25,25,25,0,0,50,0,0,26,24,0,0,1,1,0,0,0,0,50,26,26,24,2,2,1,2,2,2,2,2,2,2023-11-21 06:18:00,0
23,23,23,23,0,0,46,0,0,26,20,0,0,3,3,0,0,0,0,46,26,26,20,2,2,3,2,2,2,2,2,2,2023-11-21 06:20:00,0
23,23,23,23,0,0,52,0,0,29,23,0,0,0,0,0,0,0,0,52,29,29,23,5,5,0,5,5,5,2,2,2,2023-11-21 06:22:00,0
26,26,26,26,0,0,51,0,0,26,25,0,0,1,1,0,0,0,0,51,26,26,25,2,2,1,2,2,2,2,2,2,2023-11-21 06:24:00,0
30,30,30,30,0,0,53,0,0,27,26,0,0,4,4,2,0,0,0,53,27,27,26,3,3,1,3,3,2,2,2,2,2023-11-21 06:26:00,2
30,30,30,30,0,0,57,0,0,28,29,0,0,1,1,0,0,0,0,57,28,28,29,4,4,1,4,4,4,2,2,2,2023-11-21 06:28:00,0
38,38,38,38,0,0,62,0,0,26,36,0,0,2,2,1,0,0,0,62,26,26,36,2,2,1,2,2,2,2,2,2,2023-11-21 06:30:00,0
31,31,31,31,0,0,58,0,0,27,31,0,0,0,0,0,0,0,0,58,27,27,31,3,3,0,3,3,2,2,2,2,2023-11-21 06:32:00,1
28,28,28,28,0,0,53,0,0,26,27,0,0,1,1,0,0,0,0,53,26,26,27,2,2,0,2,2,2,2,2,2,2023-11-21 06:34:00,1
34,34,34,34,0,0,62,0,0,29,33,0,0,1,1,0,0,0,0,62,29,29,33,5,5,1,5,5,5,2,2,2,2023-11-21 06:36:00,0
36,36,36,36,0,0,61,0,0,26,35,0,0,1,1,0,0,0,0,61,26,26,35,2,2,1,2,2,2,2,2,2,2023-11-21 06:38:00,0
38,38,38,38,0,0,61,0,0,26,35,0,0,3,3,0,0,0,0,61,26,26,35,2,2,2,2,2,2,2,2,2,2023-11-21 06:40:00,1
36,36,36,36,0,0,59,0,0,27,32,0,0,4,4,1,0,0,0,59,27,27,32,3,3,3,3,3,3,2,2,2,2023-11-21 06:42:00,0
22,22,22,22,0,0,47,0,0,28,19,0,0,3,3,0,0,0,0,47,28,28,19,4,4,3,4,4,4,2,2,2,2023-11-21 06:44:00,0
32,32,32,32,0,0,57,0,0,27,30,0,0,2,2,0,0,0,0,57,27,27,30,3,3,1,3,3,3,2,2,2,2023-11-21 06:46:00,1
24,24,24,24,0,0,49,0,0,26,23,0,0,1,1,0,0,0,0,49,26,26,23,2,2,1,2,2,2,2,2,2,2023-11-21 06:48:00,0
28,28,28,28,0,0,54,0,0,28,26,0,0,2,2,0,0,0,0,54,28,28,26,4,4,2,4,4,4,2,2,2,2023-11-21 06:50:00,0
29,29,29,29,0,0,54,0,0,27,27,0,0,2,2,0,0,0,0,54,27,27,27,3,3,2,3,3,2,2,2,2,2023-11-21 06:52:00,1
38,38,38,38,0,0,60,0,0,26,34,0,0,4,4,0,0,0,0,60,26,26,34,2,2,3,2,2,2,2,2,2,2023-11-21 06:54:00,1
35,35,35,35,0,0,57,0,0,27,30,0,0,4,4,1,0,0,0,57,27,27,30,3,3,3,3,3,2,2,2,2,2023-11-21 06:56:00,3
34,34,34,34,0,0,61,0,0,28,33,0,0,1,1,0,0,0,0,61,28,28,33,4,4,1,4,4,4,2,2,2,2023-11-21 06:58:00,0
34,34,34,34,0,0,60,0,0,26,34,0,0,0,0,0,0,0,0,60,26,26,34,2,2,0,2,2,2,2,2,2,2023-11-21 07:00:00,0
34,34,34,34,0,0,58,0,0,27,31,0,0,3,3,2,0,0,0,58,27,27,31,3,3,1,3,3,3,2,2,2,2023-11-21 07:02:00,0
41,41,41,41,0,0,66,0,0,28,38,0,0,3,3,0,0,0,0,66,28,28,38,4,4,2,4,4,4,2,2,2,2023-11-21 07:04:00,1
37,37,37,37,0,0,61,0,0,27,34,0,0,3,3,0,0,0,0,61,27,27,34,3,3,2,3,3,3,2,2,2,2023-11-21 07:06:00,1
36,36,36,36,0,0,66,0,0,31,35,0,0,1,1,0,0,0,0,66,31,31,35,2,2,1,2,2,2,2,2,2,2023-11-21 07:08:00,15
25,25,25,25,0,0,49,0,0,26,23,0,0,2,2,0,0,0,0,49,26,26,23,2,2,1,2,2,2,2,2,2,2023-11-21 07:10:00,1
37,37,37,37,0,0,64,0,0,30,34,0,0,4,4,0,0,0,0,64,30,30,33,6,6,1,5,5,5,2,2,2,2023-11-21 07:12:00,6
30,30,30,30,0,0,54,0,0,26,28,0,0,2,2,0,0,0,0,54,26,26,28,2,2,2,2,2,2,2,2,2,2023-11-21 07:14:00,0
38,38,38,38,0,0,63,0,0,26,37,0,0,1,1,0,0,0,0,63,26,26,37,2,2,1,2,2,2,2,2,2,2023-11-21 07:16:00,0
