timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set
1650480718,0.01,0.001146562,0.0,0.0027560591697692,0.0027556121349334
1650480719,0.01,0.001146562,0.0,0.0027560591697692,0.0027556121349334
1650480720,0.01,0.001146562,0.0,0.0027560591697692,0.0027556121349334
1650480721,0.0,0.000654112,0.0,0.0027560591697692,0.0027556121349334
1650480722,0.0,0.000810464,0.0,0.0027560591697692,0.0027556121349334
1650480723,0.0,0.001434334,0.0,0.0027560591697692,0.0027556121349334
1650480724,0.0,0.001434334,0.0,0.0027560591697692,0.0027556121349334
1650480725,0.0,0.0006497075,0.005,0.0027560591697692,0.0027556121349334
1650480726,0.0,0.000942203,0.0,0.0027560591697692,0.0027556121349334
1650480727,0.0,0.000942203,0.0,0.0027560591697692,0.0027556121349334
1650480728,0.0,0.0008001205,0.0,0.0027560591697692,0.0027556121349334
1650480729,0.0,0.001014517,0.0,0.0027560591697692,0.0027556121349334
1650480730,0.0,0.001014517,0.0,0.0027560591697692,0.0027556121349334
1650480731,0.0,0.000474743,0.0,0.0027560591697692,0.0027556121349334
1650480732,0.0,0.0013193,0.0,0.0027560591697692,0.0027556121349334
1650480733,0.0,0.0013193,0.0,0.0027560591697692,0.0027556121349334
1650480734,0.0,0.0007344015,0.0,0.0027560591697692,0.0027556121349334
1650480735,0.0,0.0007344015,0.0,0.0027560591697692,0.0027556121349334
1650480736,0.0,0.0006694745,0.0,0.0027560591697692,0.0027556121349334
1650480737,0.0,0.001303863,0.0,0.0027560591697692,0.0027556121349334
1650480738,0.0,0.001483491,0.0,0.0027560591697692,0.0027556121349334
1650480739,0.0,0.001483491,0.0,0.0027560591697692,0.0027556121349334
1650480740,0.0,0.000742531,0.0,0.0027560591697692,0.0027556121349334
1650480741,0.0,0.000841402,0.0,0.0027560591697692,0.0027556121349334
1650480742,0.0,0.001013346,0.0,0.0027560591697692,0.0027556121349334
1650480743,0.0,0.001013346,0.0,0.0027560591697692,0.0027556121349334
1650480744,0.0,0.000986585,0.0,0.0027560591697692,0.0027556121349334
1650480745,0.0,0.000986585,0.0,0.0027560591697692,0.0027556121349334
1650480746,0.0,0.000754761,0.0,0.0027560591697692,0.0027556121349334
1650480747,0.0,0.000754761,0.0,0.0027560591697692,0.0027556121349334
1650480748,0.005,0.0008665825,0.0,0.0027560591697692,0.0027556121349334
1650480749,0.0,0.001089327,0.0,0.0027560591697692,0.0027556121349334
1650480750,0.0,0.001089327,0.0,0.0027560591697692,0.0027556121349334
1650480751,0.0,0.0007326785,0.005,0.0027560591697692,0.0027556121349334
1650480752,0.0,0.000880627,0.0,0.0027560591697692,0.0027556121349334
1650480753,0.0,0.000880627,0.0,0.0027560591697692,0.0027556121349334
1650480754,0.0,0.0009143445,0.0,0.0027560591697692,0.0027556121349334
1650480755,0.0,0.0009143445,0.0,0.0027560591697692,0.0027556121349334
1650480756,0.0,0.0007446195,0.0,0.0027560591697692,0.0027556121349334
1650480757,0.0,0.000807383,0.0,0.0027560591697692,0.0027556121349334
1650480758,0.0,0.001137987,0.0,0.0027560591697692,0.0027556121349334
