timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} [1m]) * 100","1-sum(increase(std_grpc_server_handled_total{job=""be/yid"",biz_code=""6000"",environment=""rc"",instance=""yid-k8s-aiops-81-5778cb86bf-tmvfd"",grpc_code=~""Unknown|OK""}[1m]) or increase(std_grpc_server_handled_total{job=""be/yid"",environment=""rc"",instance=""{1}"",grpc_code!~""Unknown|OK""}[1m]))/sum(increase(std_grpc_server_handled_total{job=""be/yid"",instance=""{2}"",environment=""rc""}[1m])) or vector(1)"
2023-12-13 14:00:00,293.66796875,4966074.933333334,3589139.2,4966074.933333334,17.0686819622319,17.94067657998918,1
2023-12-13 14:02:00,300.83203125,8283462.4,5286420.266666667,8283462.4,15.75747613332674,23.955881319998294,1
2023-12-13 14:04:00,304.37109375,7213656.0,5024568.0,7213656.0,16.998995266670438,20.27435671334388,1
2023-12-13 14:06:00,301.54296875,6368640.0,4561654.4,6368640.0,19.383343353337192,16.917098403331085,1
2023-12-13 14:08:00,295.41015625,6141177.866666666,4190563.466666667,6141177.866666666,10.039997957776198,24.11209306332845,1
2023-12-13 14:10:00,292.29296875,2981825.744950337,2407115.5256316243,2981825.744950337,21.78863076683442,24.54513781415201,1
2023-12-13 14:12:00,304.77734375,4387561.6,2745257.333333333,4387561.6,17.021192259999225,21.88473993332688,1
2023-12-13 14:14:00,308.5546875,7518493.982731606,5128125.612561256,7518493.982731606,18.324978708977177,29.23809340936207,1
2023-12-13 14:16:00,294.8671875,4351165.333333333,2752953.333333333,4351165.333333333,17.21434393554874,29.51936368001043,1
2023-12-13 14:18:00,294.18359375,6523039.466666667,4437346.133333334,6523039.466666667,15.900006777778296,24.394222590005175,1
2023-12-13 14:20:00,299.21875,5390096.0,3721069.866666666,5390096.0,7.744337477779482,19.355477843346307,1
2023-12-13 14:22:00,305.55078125,6321546.4,4505488.0,6321546.4,22.716631099998875,24.89238235000812,1
2023-12-13 14:24:00,292.0625,8506947.466666667,5872027.2,8506947.466666667,12.357131959999808,10.756189426659452,1
2023-12-13 14:26:00,299.47265625,4049469.3333333335,2788457.8666666667,4049469.3333333335,14.119702984446322,24.047103673340946,1
2023-12-13 14:28:00,295.5703125,6631408.266666667,4333296.0,6631408.266666667,14.225341755550794,25.886070740016294,1
2023-12-13 14:30:00,299.40625,7171270.133333334,4926597.066666666,7171270.133333334,10.165404366659155,22.991118746673845,1
2023-12-13 14:32:00,305.3828125,5618444.8,3822590.4,5618444.8,14.44149134666077,23.72295504666302,1
2023-12-13 14:34:00,295.5,5443912.284209824,4010156.102112911,5443912.284209824,16.22493278677554,23.003758131705577,1
2023-12-13 14:36:00,296.3671875,5015067.697228146,3613558.102345416,5015067.697228146,18.021762244587237,25.69997874800804,1
