timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set
1650480718,0.0,0.00090199,0.0,0.0028833448886871,0.0028822422027587
1650480719,0.0,0.001253933,0.0,0.0028833448886871,0.0028822422027587
1650480720,0.0,0.001253933,0.0,0.0028833448886871,0.0028822422027587
1650480721,0.0,0.001075864,0.0,0.0028833448886871,0.0028822422027587
1650480722,0.0,0.001075864,0.0,0.0028833448886871,0.0028822422027587
1650480723,0.0,0.000759017,0.0,0.0028833448886871,0.0028822422027587
1650480724,0.0,0.001719647,0.01,0.0028833448886871,0.0028822422027587
1650480725,0.0,0.001719647,0.01,0.0028833448886871,0.0028822422027587
1650480726,0.0,0.0007137595,0.0,0.0028833448886871,0.0028822422027587
1650480727,0.0,0.0007137595,0.0,0.0028833448886871,0.0028822422027587
1650480728,0.0,0.0007399365,0.0,0.0028833448886871,0.0028822422027587
1650480729,0.0,0.0007399365,0.0,0.0028833448886871,0.0028822422027587
1650480730,0.0,0.001078224,0.0,0.0028833448886871,0.0028822422027587
1650480731,0.0,0.001078224,0.0,0.0028833448886871,0.0028822422027587
1650480732,0.0,0.0007679575,0.0,0.0028833448886871,0.0028822422027587
1650480733,0.0,0.001050358,0.0,0.0028833448886871,0.0028822422027587
1650480734,0.0,0.001050358,0.0,0.0028833448886871,0.0028822422027587
1650480735,0.005,0.0007510255,0.0,0.0028833448886871,0.0028822422027587
1650480736,0.0,0.001335751,0.0,0.0028833448886871,0.0028822422027587
1650480737,0.0,0.00095662,0.0,0.0028833448886871,0.0028822422027587
1650480738,0.0,0.00095662,0.0,0.0028833448886871,0.0028822422027587
1650480739,0.0,0.00057765,0.0,0.0028833448886871,0.0028822422027587
1650480740,0.0,0.001789506,0.0,0.0028833448886871,0.0028822422027587
1650480741,0.0,0.000884021,0.0,0.0028833448886871,0.0028822422027587
1650480742,0.0,0.000884021,0.0,0.0028833448886871,0.0028822422027587
1650480743,0.005,0.0006778765,0.0,0.0028833448886871,0.0028822422027587
1650480744,0.0,0.002334387,0.0,0.0028833448886871,0.0028822422027587
1650480745,0.0,0.002334387,0.0,0.0028833448886871,0.0028822422027587
1650480746,0.0,0.0009299275,0.0,0.0028833448886871,0.0028822422027587
1650480747,0.0,0.001013014,0.0,0.0028833448886871,0.0028822422027587
1650480748,0.0,0.001013014,0.0,0.0028833448886871,0.0028822422027587
1650480749,0.005,0.000836087,0.0,0.0028833448886871,0.0028822422027587
1650480750,0.005,0.000836087,0.0,0.0028833448886871,0.0028822422027587
1650480751,0.0,0.001016381,0.0,0.0028833448886871,0.0028822422027587
1650480752,0.0,0.000951262,0.0,0.0028833448886871,0.0028822422027587
1650480753,0.0,0.000951262,0.0,0.0028833448886871,0.0028822422027587
